firstname
Вацлав-Леон
Пелагея
Андріян
Юзефа
Рафаіл
Наталка
Святослав
Терентій
Геннадій
Демид
Болеслав
Адам
Рузалія
Сруль
Фросина
Франко
Апполінарій
Лукія
Федора
Хаім
Герш
Евсей
Томаш
Евдоким
Евеліна
Ыван
Левон
Парфен
Елик
Тодосій
Хаскель
Надія
Лев
Шоель-Іцько
Григорій-Юрій
Шепсл
Климентій
Евстафій
Софія
Настя
Марянка
Герон
Каетан
Казимір
Каленик
Августин
Сигізмунд
Овсій
Агам
Евольд
Ейвальд
Боніфатій
Вільгельмина
Євграф
Луціян
Оксана
Павліна
Рафаїл
Фортунат
Онисько
Артем
Килина
Наталя
Порфир
Розалія
Трохимович
Захарій
Геронім
Теофіл
Фабіян
Вацлав
Андрон
Касіян
Шимон
Калістрат
Оверко
Нифонт
Панас
Шмай
Фотем
Юліс
ісак
Людвиг
Гедалій
іполіт
Савелій
Прохор
Річард
Злата
іхель
Нечипір
Логвін
Олекса
Леопольд
Леонард
Чеслав
Хаїм-Дувид
Автоном
Маланка
Параска
Соломія
Ананій
Беціон
Войцех
Геврасій
Генадій
ілля
Мойша
Юзеф
Лейба
Берта
ірина
Маркей
Октавіан
Юліан
Янко
Густав
Ничипір
Фердинанд
Бенціон
Самуїл
Цезар
Людвик
Назар
Віра
Фрідель
іларіон
Вячеслав
Флоріан
Фризон
Євмен
Уляна
Гілярій
Стніслав
Домінік
Сигизмунд
Сильвестр
Ядвіга
Герман
Арвум
Броніслава
Алозій
іполит
Устим
Зінаїда
Павлина
Євгена
Августим
Марина
Юдель
Марян
Герасим
Давид
Евдокія
Серафима
Демян
Франка
Нарцис
Клара
Мотрона
Самуіл
Миокола
Іпатій
Амбросій
Вікторія
Евсій
Зінаіда
Охрім
Феофан
Афіноген
Гафія
Прхір
Іваан
Діна
Евмен
Никін
Никодим
Тодор
Федос
Людмила
Зусь
Ахтиз
Деонисій
Сидор
Гаріон
Прохір
Ілдаріон
Лук'ян
Маркіян
Беньямін
Іоніс
Григорый
Кельман
Оксентій
Матіас
Мусій
Єфросина
Яків (Якуб)
Беня
Янкель
Одарка
Едмунд
Дарка
Ісаак
Деонісій
Тит
Іцько-Лейб
Володимирр
Евгена
Корный
Мина
Раїса
Берко
Рахміл
Абрам
Волько
Хаїм (Муня)
Аполлон
Ростислав
Лема
Хаїм
Адверт
Юзько
Всеволод
Нум
Ефрем
Явтух
Секлета
Гершко
Вольдемар
Вільгельм
Галина
Рувін
Інга
Устин
Васильо
Серафим
Варвара
Ромуальд
Альберт
Юліус
Зенон
Павлин
Людвіга
Стефанія
Руфін
Вітольд
Генах-Мойша
Лейб
Елік
Фрідріх
Мордко
Товій
Азріль
ісаак
Улян
Нисон
Аферій
Евзеб
Ясько
Патратій
Данес
Тамара
Фауст
Євтихій
Оникій
Гнна
Гилярій
Леон
Арсеній
Аделаїда
Людвік
Аполінарій
Соломон
Меїр
ізраїль
Купріян
Венедикт
іпатій
Овкентій
Фома
Степанида
Бруно
Аніфон
Никанор
Анань
Францішка
Сіаніслав
Бернат
Дарія
Цироль
Християн
Мар'ян-Станіслав
Рафіл
Юстина
Діонісій
Шулим
Зозя
Муня
Мар
Бернард
Алоіз
Мусія
Альвіна
Теодор
Некифор
ідель
Евальд
Ванда
Адель
Геронім-Віталій
Єрофій
Вальдемар
Бейла (Берта)
Альфред
Юзик
Йоган
Нафанаіл
Махайло
Цезарій
Юліяна
Євстаф
Фотій
Лаврентій  (Василь)
Михей
Ворфоломій
Панфіл
Андраін
Петра
Варнава
Богдан
Бронислав
Марь'ян
Єлизавета
Потап
іллі
ісай
Рахіль
Степаніда
Юрій-Гурій
Ахтимон
Харлампій
Вісиль
Нахман
Афон
Северин
Станіслава
Хана
Іван (Ян)
Софон
Ярослав
Явдоха
Євтих
Калина
Євстафій
Ликера
Григорий
Філомена
Франя
Альфонс
Люціан
Борух
Бруно-Оскар
Іона
Емма
Ангель
Федор
Христина
Август
Блажко
ігнатій
Костянтие
Марцель
Станіслав (Стах)
Фрол
Емілія
Беніамін
Зот
Мотря
Казимир (Фадей)
Конон
-
Милентій
Вольф
Текля
Ян (Іван)
Руфель
Єва
Лейзер
Фріц
Зоя
Симон
Альтер
Вольф-Лейб
Жан
Янкель-Копель
Касян
Остап (Станіслав)
Сафрон
Рене
Іонус
Готфрід
Оскар
Роза
Юхима
Маїр
Іполіт
Мойша-Хаїм
Михайло (Мойсей)
Михайлина
Андрый
Ъфрем
Маня
Пінус
Анастасій
Саливон
Маркел
Зосим
Митофан
Макс
Магда
Шая
Феон
Іван (Янко)
Марко (Мартин)
Ілько
Ксенофон
Варфоломій
Валентій
Ізот
Леван
Никон
Палажка
Донат
Порфірій
Хрисан
Марыя
Петор
Томаш (Тимофій)
Ігор
Рустам
Цезарія
Ціля
Ларіон
григорій
Тодріс
ігор
василь
Якуб (Яків)
Гвідон
Малахій
Еразм
Євстрат
Омеля
пилип
Глеб
Кссенія
Євтіхій
іавн
Маріан
Яів
Едварій
Тодось
Адаля
Хома (Юхим)
Федыр
Ліверій
Андроник
Сезон
Мартіян
Настасія
Менаш
Аверій
Цеслав
Полыкаарп
Селивон
Евстрат
Мануіл
Фаустин
Зосим (Созим)
Харітон
Теофан
Пархом
Севастян
Яніна
Деніс
Ликерія
Стасій
Валер'ян
Парамон
Волько-Аврум
Леоній
Кайтан
Ернест
Марк
Тилимон
Певло
Василиса
Халім
Марій
Самійло
Бенедь
Артамон
Епіфан
Зоня
Раст
іріній
Тіна
Тимко
Алоїз
Стефан (Степан)
Агафон
Леонітй
Євсей
Олімпія
Кіндрат-Граціян
Пахом
Танас
Сьепан
Калин
едуард
Оксен
Овсый
Аполлінарій (Іполіт)
Авксентый
Іллі
Сабіна
Мар'яна
Даанило
Днило
Авксентій
Фебіян
Моня
Еремія
Анзельміна
Тихын
Інокентій
Сара
Малка
Михаййло
Іцько
Боня (Беня)
Володимир (Казимир)
Аполлонія
Ельза
Фолимон
Афанасія
Мартиян
Айзик
Аксінія (Оксана)
Самсон
Сабін
Івн
Каарл
Юдко
Пінь
Ушер
Афіоген
Тадей
Парфентій
Януар
Агафія
Ксаверій
Зимон
Зисим
дмитро
Матвый
Сазон
Флор
Віктор (Михаїл)
Віцентій
Аврум
Бронслав
Больтазара
Юлько
Єгор
Фауста
Здіслав
Геллер
Внтін
Автиз
Пульхерія
Севастьян
Бригіда
Марціян
Севаст'ян
Фока
Ігнат
Евелина
Юхтим
Анелія
Фердінанд
Хома (Томаш)
Геогій
Пето
Долеріон
Амброз
Марциан
Гавррило
Пимон
Антип
Докія
Сила
Міхель
Леонід (Леонтій)
Григоорій
Онисія
Емануіл
Доліна
Тимовій
Агей
Шпойме
Янина
Фідей
Наум (Нухим)
МИхайло
Фаня
Владислава
Арсеій
Віцько
Артур
Матильда
Каспер
Нусь
Голда
Зальман
Мартко
Радіон
Євген (Єжен)
ііан
Петтро
Мехтодь
Геральд
Анатій
Сисой
іВан
Меланка
Ньома
Ріва
Феоктист
іцько
іов
Назарій
Флоріян
Целестин
Герберт
інокентій
Максиміліан
Фейга
ізя
Ювеналій
Киріян
Деоніс
Сільвестр
Єлізавета
Рейза
Файвіш
Верлан
Ксонофонт
Клавдій
Валько
Мейлах
Фрідріх-Вільгельм
Альтер-Хаїм
Рудольф
Вільгель
Йов
іллія
Василина
Нарциз
Акеліна
Пелагія
Петрунеля
Йосип (Юзеф)
Леое
Лукаш
Фавстин
іустин
Никифир
Тимон
Казамир
Кас'ян
Анрій
Мендель
Нусим
Аксентій
Аксинія
Стевадій
Мелетій
Ель
Микола (Никін)
ізраіль
Маврикій
Стах (Станіслав)
Гелярий
Героній
Станілав
Овсентій
Ареф
Луцина
іваг
Птеро
Іавн
Ваиль
Мокій
Гриогрій
Володимр
анастасія
Поліон
Мойсій
Юхим (Охрим)
Іцик-Ейль
Пуль
Кирило-Цезар
Герасим-Арсен
Еля
Кифір
Павел
Анеля
Іван-Іуда
Варнав
Варлам
Іва
Вавсиль
Єфим
семен
Мойсей (Михайло)
Арзип
Клавдія
Оексій
Агнія
Альбіна
Роберт
Кир'ян
Гелерій
Вас-Шева (Соня)
Зиновій
Христиан
Христофор
Маркус
Титус
Лемел
Тадеуш-Ян
Дедид
Владисла-Едвард
Федосій
Деонис
Віктор (Віталій)
Мокрина
Тодоска
Пинхас
Тихон
Єрмил
Фризок
Еспун
Мойсей-Хаїм
Самуіл-Саул
Пінхас
Бертольд
Аран
Фридрих
Дора
Олімп
Марія-Ізабелла
Марта
Ерофей
Осман
Амос
мар'ян
Цадель-Шимон
ганна
Кард
Пудій
Олехтерн (Аліферій)
Федр
Сима
Логин
Мойте
Соловей
Залко
Зельмон-Хаїм
Аграфина
іриній
Кароліна
Цезар-В'ячеслав
Юліян
Галактіон
Касьян
Янко (Іван)
Нестер
Гераким
Трохиим
Оліфер
Кириило
Альдона
Олексій (Олисько)
Емануїл
Андріан
Міхалина
Аказій
Юль
Зотій
Саверій
Сиверко
Дарина
Тодон
Хая
Авдій
Томко (Тимофій)
Нафтул
Готліб
Бруха-Нума
іоель-іхель
Каролина
Авакум
Асеній
Вакула
Васиьл
Лентій
Савва
Урбан
ілларіон
Євментій
Парфень
Бень
Аврам (Адам)
Філарет
Іван-Ян
Мечеслав
Леонтіна
Мейхор
Йосип-Юзеф
Еміль
іда
іцхак
Нехама
Мотя
Васил
Пауль
іва
Фекла
Каспро
Регіна
Петро-Балтазар
Левко
Зіфрід
Болеслава
Дизько
авид
Никодин
Липа
Бендик
Онися
Петрунелія
Аделія
Модест
Оліян
Феодос
Сігізмунд
Цаль
Сура
Зигмусь
Мирок
Палагея
Стратій
Фаїна
Карл-Отто
Ерфрід
Мотель
Оверкій
Мотрон
Матрона
Жива
Шимко
іоце
Теофілія
Мечмслав
Олефір
Марцеліна
Ясон
Потан
Базиль
Орлам
Арлам
Берціон
Хаакель
Олефир
Акуліна
Метеуш
Пимін
Сафон
Христина (Катерина)
Шльома
Таїсія
Дорохтей
Матус
Анастас
саватій
Аурела
Людвига
Якоб
Кристатій
Меланія
Фаустина
Єремія
Мельхиор
Феофілакт
Тереза
Сільвестер
Фван
Пиус
Македон
Сократ
Єфросинія
Іван-Зіслав
Йона
Климентина
Ядвига
ілля-Казимир
Паладій
Гжегож (Григорій)
Гергій
Леонтій (Левко)
Томко
Хівронія
Клавдія-Софія
Гліб
ісидор
Шулим-Арон
Сарра
Ольдріх
Філімон
Пая
Євлампій
Валерія
Сакій
Лончин
Памфіл
Агнеса
Корнелія
Фрпнц
Вероніка
Тимофій (Томаш)
Аба
Алтер
ВАсль
Солонія
Йон
Варфоломій (Бартлом)
Ружа
Марков
Паво
Томас
Ферапонт
Феня
Бенедьо
Динис
МИкола
Дермидонт
Олкесандр
Валеріян
Лех
Аделя
Колина
Юхрем
Відольд
Піус
Єремій
Вейцех
Опанаас
Леоніда
Зіся
Аристарх
Капітон
Мефтодій
Бхим
Луїза
Едвард
Євстахій
Марц
Петруня
Стефаніда
іліаріон
Февронія
Бронеслав
Яник
Адвард
Петрунелла
Габріела
Людвич
Варлан
Люся (Людмила)
Рівка
івае
Карп
Полько
Блажек
Гаврило-Аврелій
Еммануіл
Сільван
Марцелін
Лукерія
Фклікс
Олександр (Олексій)
Блажей
Боніфан
Едуард (Ян)
Сафатій
Ася
Овтій
Бася
Цезарина
Кален
Августина
Туба
ВасиЛЬ
Василь-Варнава
Гурій
Том
Фулик
Фабіан
Пантелій
Моісій
Парфеній
Охрим
Аліса
Анель
Домін
Сайко
Зінько
Аптись
Григір
Базиль (Василь)
Арехт
Васиь
Прокір
Аполон
Здислав
Габріель
Антонр
Казиміра
Антоній
Еваліна
ГНат
Стратон
Вільгельміна
Саватій
Фалик
Трифін
Сеник
Домнік
ДанИЛО
Волродимир
Пвло
Любомир
Васль
Отто-Волдемар
Евстах
Віктр
Милетій
Максимілян
Алойс
Евеліна (Ева)
Немстер
Силуган
Крстянтин
Агапій
Костянтинович
Самуйло
сергій
Калень
Героним (Героній)
Уберт
Васа
Марія (Мотря)
Пагтелеймон
Филимион
Язов
Зейлик
ВАсиль
ігнат
Станислав
ізабела
Телесфор
Фелікса
Фріда
Оліферій
Ліза
Єлисей
Юхим-Анатолій
Меркул
Олкесій
Федір-Варнава
Аліна
ВАлентин
Володимир (Діма)
МЕфодій
Ничипоір
антон
Нафтула
Арсеній-Авксентій
Ернст
іхіль
Варволомій
петро
Никандр
Павло (Андрій)
Ганасія
Зяма
іона
Домій
Тавій
Зема
Поліївкт
Едуард-Едмунд
Ксинофонт
Ксенія (Зінаїда)
Гюельда-Францішка
Йлсип
Камілій
Стеніслав
Ель-Бенціон
Вовженець
Соня
Олексій (Степан)
павло
Меркурій
Климент
Хуна
Броня
Фрида
Рудольф-Леопольд
Рох
Дара
Алоїзій
Йол
Бетя
ісайя
Симх
Фроїм
Шишмон
Гіляр
Вова
Пестимія
іпат
Каленій
Героїм
Панкратій
Миктита
Кость
Гонорат
Грета
Оскар-Ріхард
Фотина
Юльюш
Туль
Мамант
Матівій
Ель-Герш
Юхрим
Теофіла
Гераїм
Володимир (Федір)
Фун
Бальтазар
Аракел
Лавро
Опанс
Вельвел
Станіслав-Степан
Шльома-Зельман
Амелія
Зхиновій
Моїсей
Юзико
Кир
Мортко
Файвель
Ян-Іван
Сигузмунд
іраіда
Ноех
Райнгольд
Елькун-Бер
Франко (Франц)
Гетвія
Ангеліна
Климетній
Венидикт
Бенедь (Бенедикт)
Алоїз (Олексій)
Бенедикт
Естер
Григоірй
Цеза
Гжегож-Григорій
Феліціан
Мінодора
Гельмут
Демко
Єлезар
Анна
Аналія
Юрій (Георгій)
Магдалина
Шолом
Домінікій
Габро
Валерян
Вадим
дем'ян
Артемон
Шіфра
Хава
Аполонія
Степн
Фкдір
роман
Фоанц
Марбин
Геляр
Ганс
мирослав
іринарх
Кирик
лев
Петрунела
Кирсан
Єлизар
Петро (Аркадій)
Леонора
Вінцент
Олександ
Таісія
Герша
Ханіна-Шмуль
Рафаїн
станіслав
Петоро
Францишек
Ігнатій
Єлисавета
Йосиф
Франчишек
Ципріян
франц
Вечислав
Прокофій
Кирил
Філіп
Парасковія
Збигнев
Пилип (Філіп)
Єфімія
Ольа
Алла
Мордух
Збігнев
Євтух
Аксенія
Ярон
Хорст
Грнигорій
Філіпп
Еста
Єфросінія
Єрік
Іуко
Мілетій
Зофія
Кальмен
Карло
Марьян
Єдвард
Болислав
Збігнєв
федір
Мовша
Самоїл
Тарсуш
Ульян
Гелена
Іванна
Констянтин
Зігфрід
Ія
Франц-Казимир
Олімпій
Ервін
Годель
Елько
Хенрік
Янель-Вольф
Шил
Нахімій
Ісруел
Сафром
Ізабела
Зигмунд
Вольєр
Мотиль
Юльян
Омельян
Іоель
Антон-Октав'ян
Генрік
Аліша
Зіна
Мошко
Альберт-Войцах
Фелікс-Адам
Магдалена
Ізодор
Емерик
Савета
Камиль
Флоріон
Лейбуш-Борух
Іцек
Зися
Демитрій
Лузер
Собеслав
Чеслав-Іван
Ізраїль-Мордко
Хиль
Самен
Ленган
Єрмолай
Люба
Цицилія
Омелько
Шмуля
Ельям
Шлема-Лейб
Аля-Хаїм
Герт
Людомир
Феодора
Гдаль
Рухля
Станіслав-Григорій
Нікіфор
Василій
Маєр
Ізик
Хилел
Кірик
Філимонівна
Францішек
Генка-Елій
Богуміл
Струль-Вельвель
Франциск
Йосип-Євген
Берек
Ізраїл-Меєр
Шимон-Лейб
Нарберт
Янкель-Хаілс
Ієрахміль
Кауфман
Зелик
Арістакес
Палагія
Хаїм-Бер
Вигдор-Шепе
Сана-Давид
Вільям
Йосип-Хаїм
Нечіпор
Володими
Рубін
Домка
Миколай
Іосиф
Мін
Силантій
Совєта
Зося
Мілентій
Улита
Шая-Когос
Сабатюш
Ніоніла
Шиман
Філініна
Фіона
Авраам
Сафат
Станіслав-Алойза
Авер'ян
Єфстафій
Ілларіон
Оксенія
Юхимія
Ерна
Костянтина
Еммануїл
Анганета
Саул
Зуза
Віссаріон
Леонгард
Альбертина
Вульф
Шлема
Мусій (Мойсей)
Мар’яна
Дем’ян
Ада
Альма
Прокопій
Агата
Іда
Міліта
Севастіан
Гиляр
Зоза
Флорентіна
Гільда
Елла
Йоганна
Агрипина
Агафона
Григорiй
Целістина
ЛЮ-ЗУН-ФУ
Гюстав
Іуда
Маргарита
Люція
Плоцидус
Бернгардт
Фальдин
Франциска
Буня
Рахуз
МАРШТУПА Леонтій Маркович
Дормидон
Ангело
Рейнгольд
Сергій (Єнь-Чун)
Іов
Пігус
Юда-Лейб
Сіма
Гульдена
Адолина
Ефа
Лоренс (Лаврентій)
Миліхина
Моніка
Лаура
Арменак
Юліта
Міля
Брегета
Лінус
Ісфінділяр
Лілія
Матиас
Терезія
Альвіра
Борух-Меєр
Георг
Ерне
Карапет
Іова
ВАСИЛЬ
Мєєр
Женевьєва
Генофейда
Іоганн
Франіка
Освальд
Амалія
Ірма
Бергард
Лариса
Франс
"Дмитро,"
Фалей
Діомед
Бернгард
Неоніла
Кім
Геларіус
Пейсах
Прасковья
Єпіфан
Барбета
Йоганн
Ксеня
Гутман
Овер’ян
Лук’ян
Рейнгард
Дар’я
В’ячеслав
Аникій
Шахно
Вулф
Ісай
Гіндаль
Іцко-Айзік
Маріанна
Григорій (Фрідріх)
Кісель
Гарольд
Філіміна
Парпеда
Адоліна
Рохус
Вальтер
Герасим (Геронім)
Геринім
Еднард
Клементина
Фідель
Рейнольд
Гульда
Мар’ян
Тевель
Апатій
Петрос
Георгіна
Адольберт
Айген
Гермотіна
Еразмус
Лізавета
Отилія
Елеонора
Адіна
Бено
Агнета
Аполена
Ельвіра
Крістіна
Ліна
Пияда
Панайот
Агнісія
Аделіна
Пилипина
Теобольд
Обрад
Месрок
Місроп
Хазар
Флора
Богдасар
Філіппіна
Севастіян
Єфимія
Діадор
Хризантема
Гельмар
Устинія
Занес
Венделин
Отілія
Барсе
Велипольд
Йосифіна
Розалінда
Пеада
Мінна
Апполонія
Віль
Матрьона
Іонас
Рейгнольд
Саркіс
Зігфрид
Піюс
Ремігій
Фроня
Перпетуда
Сусанна
Ілляс
Еріка
Ганна-Марія
Кондита
Тина
Егон
Ілліада
Флорентина
Беата
Гільза
Люкадія
Каспар
Травпат
Лея
Вільма
Ліфа
Расмус
Філат
Шип
Доба
Адаміна
Онісія
Лоренс
Волебольд
Дон
Агнесса
Міна
Агада
Рокус
Шарлотта
Аката
Гільдегард
Альбертіна
Бергардт
Ієронім
Фішель
Кристина
Ізабелла
Іоганна
Реґіна
Неля
Іоган
Йосифівна
Лоренц
Целестина
Ісафіна
Магдаліна
Пакуліна
Ронус
Астиліна
Віллі
Леокадія
Фіделіс
Анета
Дорофея
Елаутерія
Пащан
Акулінус
Паления
Мілія
Цецилія
Лукас
Єрмендіна
Еріх
Ліберадіус
Конкордія
Гертруда
Агнезія
Арнелія
Вальпурка
Емаранція
Йосефіна
Сюзанна
Ганна-Галина
Доротея
Меліта
Філоміна
Ернестина
Кунігунда
Текля-Катерина
Теобальд
Ернат
Пауліна
Ельфріда
Ангелина
Ателіна
Армелія
Фрелі
Юстіна
Філіпіна
Урсула
Серафіма
Біада
Герц
Лініус
Орвін
Георгий
Михаил
Дмитрий
Николай
Александр
Анастасий
Андрей
Иван
данных нет
Ахтем
Макарий
Таисия
Константин
Амит
Софья
Евгений
Елена
Израиль
Мария
Петр
Прокофий
Владимир
Трофим
Ефим
Леонара
Мір-Гагір (Гадір)
Якуп
"Ліманогли,"
Амбарцум
Олександр (Казимир)
Яків (Акоп)
Казар
Рахміель
Кузьма (Казимир)
Амаяк
Василь (Володимир)
Васса
Гарасим
Діомид
Нінель
Сергія
Пуд
Радія
Арсеній (Арсентій)
Валентин (Василь)
Іван (Йосип)
Георгій (Єгор)
Ієнон
Курт
Орефій
Амазасп (Афанасій)
Євтій
Муша
Шагінь
Артак
Едгард (Едгар)
Зурапет
Малік
Натан
Денис (Діонісій)
Фатіх
Світлана
Поліна (Пелагія)
Єгор (Іван)
Зігмант
Федір (Теодор)
Ріхард
Бенгардт
Гаврило (Габріель)
Овдій
"Бруно,"
Мойсей (Григорій)
Ферсан
Едгард
Василь (Вільгельм)
Федір (Фридріх)
Ванделін
М’ячеслав
Свирид
Адам (Адольф)
Теодор (Федір)
БРИЗИЦЬКИЙ)
Ной
Мейєр
Іван (Йоганн)
Едгар
Белят
Харламп
Перемога
Норберт
Том (Тимофій)
Алізій
Арнольд
Джон
БОЖКОВ)
Руф
Сергій (Олексій)
Аграфена
Селіфан
Степан (Стефан)
Федір (Федот)
Григорій (Георгій)
Бела
Свирид (Спиридон)
Акулина
Інна
Емілій
Федір (Фрідріх)
Зубіна
Єгор (Георгій)
Андрій (Олександр)
Зеферін
Юстинія
Камелія
Вольдемар (Володимир)
Ергардт
Ричард (Олександр)
Вавило
Володимир (Вольдемар)
Броніслав (Георгій)
Геня
Зельма
Едвін
Ассаф
Роман (Ромео)
Ференц (Федір)
"Галєй,"
Ергарт
ТІФУ
Озяш
Іраїда
Григорий (Георгій)
Шмуль-Юзеф
Йоганн (Іван)
Георгій (Григорій)
Роман (Рейнгольд)
Юрдан
Конрад
Домінік (Дем’ян)
Дем’ян (Домінік)
Люціан (Лука)
Сатар
Ефрум
Іван (Яків)
Каміль
Мантус
Маріонелла
Тома (Тума)
Геворгіз
Юханс
Цирик
Альвін
Герхард
Генріх (Петро)
Алоїза
Асафій
Алезій (Олексій)
Агнешка
Алезій
Олександр (Сергій)
Янс
Вільям (Віллім)
Віцент
Пій
Лев (Леонтій)
Фелікс (Пилип)
Вева
Юзефіна
Алісія
Бенгард
Елавтерія
Теклава
Лео
Матільда
Шмерль
Женев’єва
Гетвіна
Натаніель
Шапсай
Матильда-Леокадія
Неллі
Феофілія
Маріана
Теофінія
Евгенія
Хаукель
Ернілія
Григорович
Траугердт
Нелія
Роза-Марія
Гізмунд
Олексадр
Циля
"Ахмет,"
Борислав (Болислав)
Мирослав (Мирон)
Борис (Броніслав)
"Семен,"
Юда
Аполлінарія
Дойв
Богуслав
"Іда (Ірина, Тетяна)"
Леполіна (Любов)
Леон (Леонід)
Ангел
Нено
Олексій (Олександр)
Федора (Феодосія)
"Кіндрат (Федот, Яків)"
Тобіас
Арвід
Нефодій
Гаделзян
Оврам
Феодосій (Федосій)
Никанор (Никифор)
Ріка
Мин
Леон (Давид)
Маріам
Гадаса (Ада)
Помпей
Гвидон
Антонін
Хацкель
Хен
Олександр (Абрам)
Дрон
Юдай
Минай
Ертман
Фрідріх (Федір)
Мозес
Товіас
Мавра
Бенікнус
Георгій (Юрій)
Нохман
Феона
Огій
Рейнгарт
Онопрій
Абкар
Давид (Віктор)
Ергард
Альбін (Альберт)
Валентина (Варвара)
Арсентій (Авксентій)
Олексій (Григорій)
Ібрагім
Альбін-Альберт
Кайтан (Калітон)
Іонатан
Нісан
Гуго
Ярданко
Михайло (Никифор)
Мирон (Мейєр)
Юхим (Мейєр)
Севастян (Себастян)
Дерді (Григорій)
Андрій (Андріян)
Михайло (Мойсей-Хаїм)
Франчишка
Бачко
Беніамін (Володимир)
Готліб (Богдан)
Карпо (Карл)
Хаїм (Тимофій)
Мокрида
Піня
Лілота
БАНДЕН
нема даних...
Ісидор
Володимир (Владислав)
Калиник
Ілля (Микола)
Онуфрій (Федір)
Акобіос
"Музіт,"
"Ісмаїл,"
Шаріф
Євграфій
Шулім
Асаф
Йонатан
Мамон
Корній (Корнелій)
Філ
Монік
Османогли
Паїна
Йоганнус
Флорентій
Авдишо
Тойві
Вільдш
Виліпальд
Героним
Леоніла
Кенафіна
Елізар
Фіма
Тімон
Клотильда
Нелі
Гільмер
Адріан
Аванес
Мінос
Рувім
Алузій
Оттилія
Філеміна
Юліана
Юрій-Йосип
Нухім
Аполінія
Йозифіна
Гіллярус
Антоніо
Леокардія
Цецілія
Айгенус
Вільгельм (Василь)
Діонисій
Козьма
Мальвіна
Валер’ян
Климентій (Клим)
Нефед
Наум (Насон)
Халіт
Порфирій (Максим)
Хазимурат
Філіціан
Савелій (Савва)
Люцина
Станіслав (Євстафій)
Октябрь
Герман (Гершлейб)
Маврицій
Акоп (Яків)
Ейфром
Нісен
Сабко
Авангард
Кароль (Карл)
Осип
Олавій
Олександр (Сурен)
Еміліан
Андріян (Андрій)
Никифор (Никандр)
Феоктист (Фетис)
Омелян (Еміль)
Дітріх
Тадіус
Ісідор
"Фаїна (Васса, Варфоломія)"
Павло (Іван)
Феодул
Варвара (Віра)
Лео (Леонтій)
Федір (Федосій)
Євтропій
Іван (Василь)
Іонат
Григорій (Микола)
Филимон-Філалей
Леонід (Олексій)
Артем (Іван)
Гаспар
Павло (Парфентій)
Єфросинія (Василиса)
Петро (Семен)
Агрипина (Аграфена)
Аріада
Ріхард (Григорій)
Теофілій
Іван (Степан)
Зелік
Йонат
Камілія
Катерина (Леокадія)
Аксен
Анос (Амос)
Куба
Ганчо
Вацеслав
Собко
Піусь
Бенька
Корнилій
Владислав (Вольдемар)
Отьмар
Едмон
Аврід
Енні
Іларія
Ленград
Шоластина
Бригіта
Генофефа
Раймонд
Тора
Мануїл
Ульріх
Луїз
Бенно
Отелія
Едгарт
